ID,dataset,model,prompt,csv_file,d_ece,d_ece_ci_lower,d_ece_ci_upper,d_ece_se,ece,ece_ci_lower,ece_ci_upper,ece_se,brier,brier_ci_lower,brier_ci_upper,brier_se,ap_success,ap_success_ci_lower,ap_success_ci_upper,ap_success_se,ap_errors,ap_errors_ci_lower,ap_errors_ci_upper,ap_errors_se,auc_roc,auc_roc_ci_lower,auc_roc_ci_upper,auc_roc_se,acc,acc_ci_lower,acc_ci_upper,acc_se,nll,nll_ci_lower,nll_ci_upper,nll_se
230q321e,2WikiMultihopQA,Llama-3.3-70B,Multistep,230q321e.csv,,,,,0.16047918374015002,0.13557478383994506,0.19179667554130256,0.014503576013715316,0.24493094679280375,0.2278618209473392,0.26219637462604384,0.008902135632010958,0.6159718546422308,0.5670859819682662,0.6698858782960933,0.02587212106817246,0.7352094158455882,0.6949323660918942,0.7737501053972766,0.020168844284976402,0.6917442455242967,0.6578071773726358,0.7246538714375135,0.01725989561235023,0.425,0.394,0.455,0.01564527678520536,0.9256797648207806,0.7712379141835267,1.0950126543523993,0.08360378341514091
2h1uprtd,HotpotQA,Llama-3.3-70B,Multistep,2h1uprtd.csv,,,,,0.17702497785780003,0.14886419777166748,0.20801222705551745,0.01499443370315496,0.25440951282698987,0.2400227340200808,0.270440259644992,0.007817508064539949,0.6160176685099101,0.5700371243075798,0.6650383250893793,0.024656851774736907,0.7207756133831096,0.6809419492772409,0.7565753439012833,0.020289078761382865,0.6906390224358975,0.6545615459748255,0.7216348319822963,0.017161596660772185,0.48,0.448975,0.512,0.015843177625630447,0.9525216170362115,0.7882243090025357,1.1338619639986955,0.09340023637910526
ukkob161,MuSiQue,Llama-3.3-70B,Multistep,ukkob161.csv,,,,,0.11210526264433864,0.09217846021287068,0.13473442671892777,0.010816303643872486,0.13299612160465663,0.12173893435837557,0.14433602183746472,0.005819171543568691,0.22503988678184106,0.17845717294074584,0.29246783003818905,0.029746176258205883,0.9286363301106348,0.9083682149493528,0.9476580577337903,0.009948857632288964,0.6863954003453357,0.635948807255227,0.7318082819824672,0.02334113164190162,0.12725450901803606,0.10721442885771543,0.14729458917835672,0.010280493990941757,0.5560501340005445,0.43262438242039275,0.7157421691759593,0.07344288721566809
sg45ifny,2WikiMultihopQA,Llama-3.3-70B,Direct,sg45ifny.csv,0.4291573604060913,0.39923832487309646,0.46018832487309647,0.014934558427000715,0.4209949238578715,0.39443248730964897,0.4542390862944187,0.014666706418108548,0.40693421319796963,0.3873983934010153,0.4264989416243656,0.00959873388056528,0.419460575278478,0.37733979497610215,0.4627660979351005,0.02294457356613356,0.7266475796514479,0.6934188110426468,0.7563679654311932,0.01598286046138732,0.5646740542747892,0.5272837214369444,0.5962595155697012,0.017596797498685045,0.332994923857868,0.3035532994923858,0.36246192893401014,0.01516238987727661,1.3488490255590404,1.1559275720481685,1.5564212050761885,0.10367346549990324
74uhoup5,MuSiQue,Llama-3.3-70B,Top-k,74uhoup5.csv,0.5795,0.5585950000000001,0.5978025000000001,0.010061578810786391,0.5795000000000032,0.5585950000000031,0.5978025000000036,0.010061578810786497,0.43152500000000016,0.41451006250000005,0.44836512500000014,0.009084011717296153,0.10664689929483696,0.07356690678532733,0.15396623554362462,0.021039190750157796,0.9720724182295372,0.9620657443668299,0.9805507854593298,0.00479580840346365,0.713514375087167,0.6557470758102274,0.7722428842362858,0.029293696249208717,0.053,0.04,0.06802499999999999,0.007218532205871719,1.7797588685742394,1.5038563884058949,2.0727112205764073,0.15086210320368668
ry4hwozb,MuSiQue,Llama-3.3-70B,Chain of Thought,ry4hwozb.csv,0.5693548387096775,0.5449521169354838,0.5941557459677419,0.012645448103045158,0.5693548387096792,0.5449521169354854,0.5941557459677442,0.012645448103045161,0.4723991935483872,0.4516930443548388,0.49316809475806467,0.01072035031876532,0.26489996990971465,0.2120124987919015,0.3236259153120265,0.02897736615154248,0.9407720348648213,0.9268328839473233,0.9548874186429667,0.007084485178019587,0.7494734963412458,0.7097192661825259,0.7878136243706714,0.020029922666237626,0.1310483870967742,0.10884576612903225,0.15224294354838708,0.011272298708048321,3.8164938725501902,3.198583032042387,4.4309014458000595,0.3130506426162296
9bwc6w31,HotpotQA,Llama-3.3-70B,Chain of Thought,9bwc6w31.csv,0.3702618328298086,0.3418071500503525,0.39677870090634443,0.014254978314789439,0.3702215508559894,0.3417653575025149,0.39672834843907145,0.0142593808073998,0.3514579053373616,0.3284914501510574,0.3735146752265861,0.011554175995919229,0.6510187195039394,0.6129474623395352,0.6910128801660659,0.020541617615025324,0.742265914774134,0.7068510033516506,0.7740690777808299,0.0174061559270738,0.7444771092590478,0.7141338833820734,0.7722054389909414,0.014496591912287634,0.46424974823766363,0.43401309164149043,0.4954682779456193,0.015329845686905525,4.017808604535781,3.388829904378624,4.669223305443298,0.3227401498264971
n4s2lcks,HotpotQA,Llama-3.3-70B,Top-k,n4s2lcks.csv,0.3743100000000001,0.34669874999999994,0.40151775,0.014446927258680912,0.3742900000000028,0.34657375000000257,0.4015170000000032,0.014450241447473861,0.3426601000000001,0.32244064250000004,0.3619499775000001,0.010363788829661704,0.5438030475140877,0.4985601265383723,0.5874085174114675,0.023383750178586116,0.7883343004789287,0.7552826403988016,0.8182089756286972,0.01572331500290575,0.7259664515908342,0.6950488043305713,0.7538140594792286,0.014955014277196543,0.373,0.342,0.404,0.015596417512981612,2.0441253275204945,1.66368070953399,2.4442949878538993,0.19636614080644388
ab35fs5e,2WikiMultihopQA,Llama-3.3-70B,Chain of Thought,ab35fs5e.csv,0.33222999999999997,0.30406299999999997,0.36074124999999996,0.014584609771168969,0.33222999999999925,0.3040239999999988,0.36074124999999935,0.014588042915127242,0.3284927,0.3073623775,0.35071186000000004,0.011392255427533655,0.6142136600107089,0.5723130728282072,0.6571816955084313,0.022237194770983966,0.7697189947082274,0.7343449833222027,0.8028710312776233,0.017498483004718245,0.7310655953635405,0.7008270980046948,0.7623572142559238,0.01574288026701164,0.416,0.386,0.447,0.01523947458364577,3.532302599863627,2.9764707788436784,4.108744138923686,0.29403289886679373
keis371x,MuSiQue,Llama-3.3-70B,Direct,keis371x.csv,0.6358384458077709,0.6156326687116565,0.6552684049079753,0.010497298133951706,0.6358384458077759,0.6156326687116613,0.6552684049079807,0.010496781811289926,0.5103911042944786,0.49268916155419235,0.5273912960122701,0.008811168549342593,0.11888365134337081,0.08314605280502015,0.17145660764628437,0.023120895208696503,0.956430956292277,0.9417314922573563,0.9694133846300809,0.007200904803500774,0.6699540289704224,0.6045274201347217,0.7346627214798035,0.03288360474386722,0.06441717791411043,0.051099182004089985,0.08077709611451943,0.007891158971872422,1.707648656393555,1.4891262418656677,1.934316718531595,0.11685990151366385
eg32i4a1,HotpotQA,Llama-3.3-70B,Direct,eg32i4a1.csv,0.45604866743916567,0.4274038238702202,0.486864716106605,0.01518091898436103,0.4560486674391699,0.42740382387022363,0.48686471610661014,0.015181319259011396,0.42280451911935113,0.4013583458864427,0.44518956257242187,0.011154335721577632,0.5137866119347807,0.4603994798763418,0.5604138327107819,0.025490333537038112,0.7527200691998424,0.7189718479455308,0.784599598850161,0.016840061602554177,0.6828968091932566,0.6485447883547817,0.7139709865260904,0.017126793931010183,0.35921205098493625,0.3290845886442642,0.3904982618771727,0.01586910710802972,2.2244975513192635,1.8192337546792778,2.6861020588687747,0.21830909244862265
1xowlg3z,MuSiQue,gpt-4o,Multistep,1xowlg3z.csv,,,,,0.3180598537275,0.2937748112932187,0.3407872890671251,0.011537478511502716,0.23691539229927913,0.2230831832772426,0.24987504868572916,0.00681942339726699,0.3043668821016683,0.2519973794018281,0.3709286229648122,0.030243903022180732,0.9380535252983596,0.9213804904138616,0.9524748473439194,0.008019160165450902,0.7420535714285714,0.704639682665281,0.7787884195172012,0.01950883737710095,0.16,0.139,0.18402499999999997,0.011459369142371719,1.3685620995711585,1.0707943927387134,1.7016483705152468,0.16420117378221488
gr7ngjjq,HotpotQA,gpt-4o,Multistep,gr7ngjjq.csv,,,,,0.06489648905999981,0.056171168458437525,0.10066586931218723,0.01192401208563511,0.22549806963535554,0.21268628607384255,0.2381326716623135,0.006621357824246362,0.6611747525933931,0.6209998604309287,0.707939588417332,0.022510852513863207,0.6942531482056251,0.6504593514290168,0.7362289056898819,0.02204683153676612,0.6915208440555841,0.6587223135167445,0.72516503035152,0.016889231818359506,0.536,0.503975,0.5680249999999999,0.016246085506801154,1.5131893271155727,1.166998089531882,1.865555528556137,0.17670878858828937
j6kgohw0,MuSiQue,gpt-4o,Chain of Thought,j6kgohw0.csv,0.6667000000000001,0.64339875,0.6890137500000001,0.011733416942674914,0.6666999999999956,0.6433987499999956,0.6890137499999955,0.011733416942674883,0.58999,0.5694784375000002,0.6107555625,0.010772208288694053,0.2509949322723128,0.20721402469147007,0.2966602907477531,0.022744124315162255,0.9144782116565587,0.8954768065910134,0.9313477011003418,0.009134682579442612,0.6963908887785502,0.6557424532873112,0.7360876934338322,0.02158537792187583,0.152,0.131,0.174,0.010921980299087418,6.410914958418664,5.7266155287113545,7.178802142673528,0.37046429363945343
ctewp0an,MuSiQue,gpt-4o,Top-k,ctewp0an.csv,0.7023499999999999,0.6840987500000001,0.71985125,0.009190311824357695,0.70235,0.6840987499999995,0.7198512500000002,0.009190311824357702,0.5824625000000001,0.5670845000000002,0.5977928125000002,0.007638950257727428,0.17872573070885767,0.14043292218825884,0.2347059854748295,0.02415617275425862,0.9430754700052852,0.9267971754730555,0.9562382404171289,0.007530644260839631,0.7002353047649215,0.6489920093966429,0.7504059367110338,0.025793457430059997,0.098,0.081,0.117,0.009244852962935987,1.7682818710554393,1.6111330426782986,1.9446565796440876,0.0863817821970568
ao9rzbl6,2WikiMultihopQA,gpt-4o,Chain of Thought,ao9rzbl6.csv,0.41790000000000005,0.38933999999999996,0.44625124999999993,0.014607428804765276,0.4178999999999961,0.3893399999999958,0.4454212499999964,0.014684548494062487,0.39693,0.37179218750000004,0.4220163125,0.013164115886741297,0.605895031659896,0.568998630004623,0.6492883223157823,0.02034646588480154,0.7517642423507226,0.7183634715867333,0.7807494837936928,0.015859857858503534,0.7230275974025975,0.6931090767271172,0.7518091299682621,0.014851267732484725,0.44,0.412975,0.47102499999999997,0.015052328843192466,5.8581326541745256,5.132399294345208,6.5804303062999665,0.36984662843830945
a5nwxuu5,2WikiMultihopQA,gpt-4o,Top-k,a5nwxuu5.csv,0.47325,0.44504625,0.5022037500000001,0.015017722838008406,0.4732499999999996,0.4450462499999991,0.5022037499999998,0.015017722838008412,0.4412725,0.42167943750000003,0.4605965625000001,0.01044954350432826,0.41620948110513534,0.3783612215990032,0.4609300311409538,0.021276160960366067,0.7333349611310949,0.6996419387323604,0.7673536575444043,0.017390700408093193,0.6095459687825918,0.5763486313329996,0.6443623971840485,0.017535470749760213,0.346,0.317,0.376,0.015529802502471353,1.2823051300975425,1.1860790743550882,1.4099847702133355,0.05677650342343837
q8mly2jv,MuSiQue,gpt-4o,Direct,q8mly2jv.csv,0.6823500000000001,0.6601500000000001,0.7018075000000001,0.010318908171087838,0.6823500000000016,0.6601500000000023,0.7018075000000016,0.010323652735505139,0.5667075000000001,0.5493821875000002,0.5829750625000002,0.00815515732463718,0.18122935913753424,0.14472948452304904,0.22982835902394977,0.021455953807995483,0.9319890866645818,0.9165814712919966,0.9468233660457994,0.007916825615233158,0.6814708024463489,0.6362073599688668,0.7240789299899675,0.022103325668167514,0.113,0.093975,0.134,0.010118253953279838,2.0129682919729888,1.7817126289475236,2.304520689997936,0.13070794836776856
r8k9lo7u,2WikiMultihopQA,gpt-4o,Direct,r8k9lo7u.csv,0.47665,0.4479425,0.50550375,0.015395503693334341,0.47664999999999946,0.4467462499999995,0.5052037499999992,0.015453196675283193,0.4565775000000001,0.4363572500000001,0.4766548125000001,0.010748815231204249,0.3713841773098529,0.3360185775093229,0.4137033715824559,0.01956673112921469,0.676886860820942,0.6416486689855948,0.7121105783885211,0.018044990012310518,0.529986962190352,0.49571937395467125,0.5640632480838298,0.01811568825003056,0.351,0.321,0.381025,0.015503804951300432,1.7932398382328747,1.5419613312029523,2.0739225676425925,0.1386170199167387
62vwtwzf,HotpotQA,gpt-4o,Top-k,62vwtwzf.csv,0.38492999999999994,0.355134,0.41321325000000003,0.014816757668066054,0.3848499999999948,0.3544157499999948,0.4131742499999944,0.014868721358436815,0.3731409,0.3488474725,0.39435464000000003,0.011541914597027608,0.6414151509488528,0.6032209224507471,0.6828088098246119,0.02061148687179016,0.6930204343272504,0.6547689684410242,0.7298044101614847,0.01914535165054601,0.7160920553036736,0.6859718768263193,0.7445202655849108,0.015027688825591906,0.482,0.452,0.513025,0.015589744036356693,1.301803615391533,1.1328109164686802,1.5038361049367595,0.09551446231539462
ul91s1f1,2WikiMultihopQA,gpt-4o,Multistep,ul91s1f1.csv,,,,,0.10638395232312495,0.08031515222637488,0.1353246847428593,0.014082705312969663,0.23688294672878196,0.22361840087010684,0.2498210845055605,0.006930156826890293,0.6238156863051032,0.5756546634435862,0.6721299635830257,0.024750115451412938,0.7119251111183081,0.6695572875848578,0.75281091455163,0.021474558069050437,0.6809811494364203,0.6495612517254838,0.7133999551190168,0.016732128510282954,0.453,0.422,0.483,0.015817568443710666,1.0401464156547022,0.8165573361998941,1.3099885275762408,0.12071375679215117
4ozhkaeq,HotpotQA,gpt-4o,Chain of Thought,4ozhkaeq.csv,0.3592092092092092,0.33217092092092093,0.38854604604604603,0.014424773476656856,0.3592092092092062,0.3321709209209179,0.38824574574574244,0.014442236981803266,0.34649399399399405,0.3228873873873875,0.3720576201201201,0.012930863222932973,0.6704087128688565,0.6327072527422302,0.7067867158574809,0.01945074896248794,0.6662713279456963,0.6311237968663925,0.7017932243291152,0.01838343766767652,0.7024582560296846,0.6717691530111574,0.7322177536533108,0.015558672630892889,0.5395395395395396,0.5085085085085085,0.5675675675675675,0.015271334505043619,5.150670596924734,4.437037945804287,5.865440472841671,0.3611496703752905
27ttbhgo,HotpotQA,gpt-4o,Direct,27ttbhgo.csv,0.3814000000000001,0.35029625,0.41005375,0.015107442567520512,0.38139999999999297,0.350296249999993,0.4100537499999934,0.015113910655263784,0.37609000000000004,0.35218975,0.397861625,0.011716108687524113,0.600942997624071,0.56111507761406,0.6396763676929254,0.0200109169723762,0.6447323976450847,0.6068399442480854,0.6810795027472457,0.019140846622962733,0.6680552220888355,0.6379911385532525,0.6967128663175408,0.015156839866104353,0.49,0.46,0.522,0.015635758630394247,1.896717238867304,1.5634370234078174,2.2564377305637997,0.17713691701435305
ikkf2ta0,HotpotQA,gpt-4o-mini,Chain of Thought,ikkf2ta0.csv,0.48405000000000004,0.4529,0.51221375,0.014991875120532107,0.48404999999999343,0.45289999999999486,0.5122137499999939,0.01499187512053208,0.45461750000000006,0.4284584375,0.4788485625,0.012893056035844199,0.560315438252837,0.5178080156323963,0.6071335445199391,0.02301603009265912,0.7457048126772055,0.7136851480799035,0.774963127116647,0.01567601882341644,0.7022150901461246,0.6737148771609468,0.7325259033841367,0.015172175185797639,0.406,0.377,0.439,0.015598200629010468,3.702672105046916,3.136257407692768,4.258173368712938,0.2957468968838379
cts436nb,MuSiQue,gpt-4o-mini,Direct,cts436nb.csv,0.7321,0.7180475,0.74650125,0.007327821672773428,0.7321000000000009,0.7180475000000003,0.7465012500000004,0.0073278216727733925,0.5894450000000002,0.5761298125000002,0.6028031250000002,0.006971432929339718,0.09212377709294522,0.061162064899931756,0.1447895958790491,0.021519385041840335,0.981907952777662,0.9749883920600215,0.9878797900038824,0.0033064187606762813,0.7632696660647524,0.7043414820488964,0.8125805212774824,0.026990997272536683,0.041,0.03,0.053024999999999975,0.006113975113761234,1.6351087750175024,1.5490519589059786,1.743884488750794,0.05193652771775028
kkfqx0eg,HotpotQA,gpt-4o-mini,Top-k,kkfqx0eg.csv,0.5218,0.49259625000000007,0.5474625,0.01416152566239199,0.5217999999999949,0.4925962499999955,0.5473524999999956,0.014182322939542117,0.4722050000000001,0.4492838125,0.4916763125000001,0.010740541563721354,0.41752961850375864,0.3798629069576801,0.4617195918457252,0.020844909289517845,0.7863863565665543,0.7588409522025538,0.8120900282164629,0.014007897333763057,0.665815626584074,0.6377985268251571,0.6940624932743175,0.014836617490004839,0.313,0.287,0.342,0.014642791241267343,1.6718630375955346,1.4538546396157708,1.906135834144506,0.11509003447339593
cf7cb2ph,2WikiMultihopQA,gpt-4o-mini,Multistep,cf7cb2ph.csv,,,,,0.17138920878899963,0.1405407304429058,0.20125405047720593,0.015122201789921972,0.244557994616647,0.23096624328768378,0.25742658882940994,0.006711617001087769,0.46412710718187444,0.416744169978234,0.519778065911002,0.025965204541537765,0.8105683389220368,0.7781061885095993,0.8394202719996463,0.015305636979038839,0.6771805400024885,0.6407697745035476,0.7116188035745631,0.017801791320112812,0.342,0.314,0.372,0.015293079424310789,1.7219029463272262,1.34539602881339,2.1387462908529264,0.20044010407169802
9287wmkn,MuSiQue,gpt-4o-mini,Top-k,9287wmkn.csv,0.7287500000000001,0.7150412500000001,0.7422,0.00731002299491501,0.7287500000000011,0.7150412500000006,0.7421025000000008,0.007315591590590559,0.5823825000000001,0.5693477500000002,0.595118125,0.006794432501599664,0.0880216382792883,0.054643055708423316,0.15764892400118125,0.026755069656484536,0.9759995071834637,0.9660036942306264,0.9847052042144698,0.004748021020584099,0.6952231832190078,0.6260427426875036,0.7620925348911032,0.03633473056408991,0.042,0.03,0.055,0.006438173193855076,1.6490284433983367,1.5439719900585764,1.7797118506986602,0.061894326207528334
pjjhsvb9,HotpotQA,gpt-4o-mini,Direct,pjjhsvb9.csv,0.51305,0.48390000000000005,0.5395525000000001,0.014038359674115777,0.513049999999994,0.48389999999999367,0.5394037499999947,0.014042557489943246,0.46623250000000005,0.4442145,0.48628775000000013,0.010744034121800075,0.4619774602708537,0.4261715672515699,0.5041746239654922,0.01979324793179954,0.786269155604491,0.757772523126958,0.8112472787558933,0.013896094485330426,0.6956054314891706,0.6713826467254327,0.7204154878782866,0.012806135347688806,0.335,0.307975,0.364,0.014647455032835526,1.5904283340103922,1.3859427136399785,1.8064181881793022,0.10686904370132086
8pi5o6u9,MuSiQue,gpt-4o-mini,Chain of Thought,8pi5o6u9.csv,0.7183499999999999,0.6984400000000001,0.73915,0.010237541846217429,0.7183499999999943,0.6984399999999947,0.7391499999999942,0.010237541846217378,0.6252975000000002,0.6071906250000001,0.6455127500000002,0.009740099636770113,0.15792777427486795,0.1249478564919035,0.20205925619830573,0.02107849734147446,0.9456222456661934,0.9319048930907853,0.9572448708485638,0.006480755843576852,0.6899040418726374,0.6466114250485991,0.7323759155934169,0.022115227236794398,0.095,0.078,0.115,0.00914020674708069,4.157615561059165,3.6203124985153723,4.7572354004188675,0.29155824266014096
63ulb3ob,HotpotQA,gpt-4o-mini,Multistep,63ulb3ob.csv,,,,,0.11834702992237467,0.0938014758812935,0.14953454270492478,0.013903417798002714,0.22320154604569106,0.21160646682416184,0.23521513972386557,0.0063595701120290615,0.6005860568231122,0.5517229849083037,0.6503353364905055,0.025805749887685286,0.8041435470092582,0.7728391100904949,0.8335787916338419,0.015534026141691396,0.7311553093228786,0.7019767069454299,0.7625035450295115,0.0157946414721564,0.404,0.376,0.435,0.015285010158175731,1.705001468210573,1.345079439139815,2.0882677015613567,0.1949901545471037
