ID,dataset,model,prompt,csv_file,ece,ece_ci_lower,ece_ci_upper,ece_se,brier,brier_ci_lower,brier_ci_upper,brier_se,ap_success,ap_success_ci_lower,ap_success_ci_upper,ap_success_se,ap_errors,ap_errors_ci_lower,ap_errors_ci_upper,ap_errors_se,auc_roc,auc_roc_ci_lower,auc_roc_ci_upper,auc_roc_se,acc,acc_ci_lower,acc_ci_upper,acc_se,nll,nll_ci_lower,nll_ci_upper,nll_se
keis371x,MuSiQue,Llama-3.3-70B,Direct,keis371x.csv,0.6358384458077759,0.6147226482617637,0.6566998977505163,0.010675696423980037,0.5103911042944786,0.49291347137014324,0.527121740797546,0.008805912121848298,0.11888365134337081,0.08044309852360258,0.17130388321927048,0.02298266702165337,0.956430956292277,0.9398573347825645,0.9698499472497671,0.007465712025271399,0.6699540289704224,0.6030886745379156,0.7293598039099223,0.03294492358620073,0.06441717791411043,0.049079754601226995,0.08077709611451943,0.007971081345556422,1.707648656393555,1.5029295531236757,1.9542015936706087,0.1180558346252549
eg32i4a1,HotpotQA,Llama-3.3-70B,Direct,eg32i4a1.csv,0.4560486674391699,0.4269907300115925,0.48617641946698004,0.015816226204166894,0.42280451911935113,0.40105679895712637,0.4444074971031287,0.011560403609355814,0.5137866119347807,0.46461579400329905,0.5653635430071615,0.025687944096881514,0.7527200691998424,0.7179716048042813,0.78531359844385,0.01718175938151967,0.6828968091932566,0.6503459405793234,0.7153423350661351,0.01698918605876554,0.35921205098493625,0.3267670915411356,0.39165701042873696,0.016420686590078434,2.2244975513192635,1.8228556225822838,2.6745644385651888,0.2164167795517855
1xowlg3z,MuSiQue,gpt-4o,Multistep,1xowlg3z.csv,0.3180598537275,0.2944231241374998,0.34107765412062496,0.011966672290215315,0.23691539229927913,0.22448836148039825,0.25123269831010786,0.006903845825437768,0.3043668821016683,0.25415873597503696,0.36841566254707014,0.03104505011601775,0.9380535252983596,0.9225328224865923,0.9521997620401407,0.0077426349760982924,0.7420535714285714,0.7059756551727003,0.7764865111817288,0.018930477901734438,0.16,0.138,0.183,0.011676143041103784,1.3685620995711585,1.0656968455694258,1.7246440059587762,0.1691469643187037
gr7ngjjq,HotpotQA,gpt-4o,Multistep,gr7ngjjq.csv,0.06489648905999981,0.05477047156156246,0.10064430507937497,0.011842818382415805,0.22549806963535554,0.21273375309578377,0.23854695151717115,0.006691268576035867,0.6611747525933931,0.6193857488483937,0.7054857169456352,0.022844504943069284,0.6942531482056251,0.650335588615088,0.7374457512078474,0.022598589028669014,0.6915208440555841,0.6593088518705195,0.7242445700207845,0.016769082234729178,0.536,0.505,0.566,0.016165881563550033,1.5131893271155727,1.1642648708046455,1.9009580001386204,0.18877184591795923
j6kgohw0,MuSiQue,gpt-4o,Chain of Thought,j6kgohw0.csv,0.6666999999999956,0.642594999999996,0.6918099999999955,0.012200553162663323,0.58999,0.5689456875000003,0.61278125,0.011095133578141845,0.2509949322723128,0.20557572977422914,0.29776933741922734,0.023840931829681163,0.9144782116565587,0.8953352596424279,0.931200006335443,0.009324130359831559,0.6963908887785502,0.652567956868463,0.7364096294505729,0.02109559158258372,0.152,0.129,0.175,0.011806192323402886,6.410914958418664,5.679172019609846,7.256234879339099,0.39520884789650135
ctewp0an,MuSiQue,gpt-4o,Top-k,ctewp0an.csv,0.70235,0.6833000000000002,0.7206512500000003,0.009442961371146074,0.5824625000000001,0.5671273125000001,0.5976038750000001,0.007745106030892902,0.17872573070885767,0.13824453011263876,0.23376063586651322,0.024579037278426332,0.9430754700052852,0.9272973137296103,0.9569544861759722,0.007660994082936729,0.7002353047649215,0.6481133251162682,0.7488491810599133,0.026499494140415088,0.098,0.081,0.118,0.009458753830395631,1.7682818710554393,1.609520660520967,1.9464460934833117,0.08764992918617726
ao9rzbl6,2WikiMultihopQA,gpt-4o,Chain of Thought,ao9rzbl6.csv,0.4178999999999961,0.3866487499999957,0.4468499999999957,0.015189267936867673,0.39693,0.36910575,0.424005375,0.013403791418704632,0.605895031659896,0.5649680333530712,0.6471465456360922,0.020747944698131567,0.7517642423507226,0.7212894959173957,0.7801198217973977,0.015522484410932551,0.7230275974025975,0.694992441832754,0.7490588356272742,0.013992984787696556,0.44,0.409,0.472,0.01615602030179438,5.8581326541745256,5.11036878423532,6.621247269487024,0.3804232823713675
a5nwxuu5,2WikiMultihopQA,gpt-4o,Top-k,a5nwxuu5.csv,0.4732499999999996,0.44374375000000005,0.5009749999999988,0.014801545432392762,0.4412725,0.419556625,0.46110856250000004,0.010415717818612025,0.41620948110513534,0.3772783528043671,0.4594157481800302,0.021164560677556166,0.7333349611310949,0.7025793771464194,0.7650299165268996,0.01636117221595237,0.6095459687825918,0.5737873655204657,0.6427042420269784,0.017129786789250534,0.346,0.318,0.377,0.014955970582214175,1.2823051300975425,1.1887244702365447,1.397197272043137,0.05509388628388792
q8mly2jv,MuSiQue,gpt-4o,Direct,q8mly2jv.csv,0.6823500000000016,0.6632987500000016,0.7003025000000024,0.009620152665878793,0.5667075000000001,0.5510220000000001,0.5810506875000002,0.00777603246225528,0.18122935913753424,0.14346884060703546,0.23181479562928017,0.02242290003711945,0.9319890866645818,0.9155804368924885,0.9457546174542825,0.007782346787024798,0.6814708024463489,0.6315847503977863,0.725039231726346,0.02430228887046844,0.113,0.096,0.133,0.009639361612279742,2.0129682919729888,1.7713030277575015,2.2775416897089564,0.13379460612784042
r8k9lo7u,2WikiMultihopQA,gpt-4o,Direct,r8k9lo7u.csv,0.47664999999999946,0.4451937500000001,0.5035162499999992,0.014650206831311243,0.4565775000000001,0.43430631250000007,0.4761576875000001,0.01044851978828419,0.3713841773098529,0.33670957081588504,0.41191080604669,0.019035786096347884,0.676886860820942,0.6433308305959091,0.7080724439438821,0.016878256167949086,0.529986962190352,0.4949132005115846,0.5625257619865426,0.018123064348563457,0.351,0.324,0.381,0.014513790721969259,1.7932398382328747,1.5437991060054248,2.090913987932287,0.14350435164035477
62vwtwzf,HotpotQA,gpt-4o,Top-k,62vwtwzf.csv,0.3848499999999948,0.35645549999999543,0.4141464999999943,0.015156100589537567,0.3731409,0.3506507075,0.396111635,0.011758202277254916,0.6414151509488528,0.5998647818492174,0.6809035392827475,0.02051938833473809,0.6930204343272504,0.6576893087811144,0.7315240596304584,0.018817588293178103,0.7160920553036736,0.6890180028980664,0.7446070271810985,0.014562095607069994,0.482,0.45,0.512,0.015915176053969016,1.301803615391533,1.1235395436980378,1.5060611592063693,0.09897955731452279
ul91s1f1,2WikiMultihopQA,gpt-4o,Multistep,ul91s1f1.csv,0.10638395232312495,0.07989828561914061,0.13739151910515607,0.014303480643762946,0.23688294672878196,0.224218863626935,0.25038719088490435,0.006668959651151913,0.6238156863051032,0.5758362027493098,0.6722270267723174,0.024066055406730007,0.7119251111183081,0.671134297164823,0.7510907676115587,0.020903423012059504,0.6809811494364203,0.6492454440712034,0.7114505103519173,0.016425915090722023,0.453,0.421,0.484,0.016018286315848413,1.0401464156547022,0.8152965216873277,1.2859950689859745,0.12017650844321122
4ozhkaeq,HotpotQA,gpt-4o,Chain of Thought,4ozhkaeq.csv,0.3592092092092062,0.3298260760760727,0.38703953953953607,0.014443834301217887,0.34649399399399405,0.3211832457457458,0.37112143393393393,0.012627731877644828,0.6704087128688565,0.6335619206808482,0.7073801725607819,0.019072235523724966,0.6662713279456963,0.630280964362103,0.7048615863659323,0.01876672547446209,0.7024582560296846,0.6698435745531249,0.7321289838539217,0.015579938612940556,0.5395395395395396,0.5104604604604605,0.5705705705705706,0.01538505084508494,5.150670596924734,4.434511937945245,5.861551100758609,0.36537874304745227
27ttbhgo,HotpotQA,gpt-4o,Direct,27ttbhgo.csv,0.38139999999999297,0.3521412499999933,0.41319999999999313,0.014855243767013002,0.37609000000000004,0.353060375,0.4003988125000001,0.011417440697440898,0.600942997624071,0.5655137710029475,0.6361901597178569,0.019096259280749317,0.6447323976450847,0.6080628423402771,0.6822552380160973,0.01884718296069019,0.6680552220888355,0.6415465725128501,0.6955600734597913,0.014222908288202208,0.49,0.458975,0.521,0.015416969447558333,1.896717238867304,1.5718673648441583,2.2537635866940406,0.17623581673134817
ikkf2ta0,HotpotQA,gpt-4o-mini,Chain of Thought,ikkf2ta0.csv,0.48404999999999343,0.45549999999999413,0.5127037499999942,0.014827328315056,0.45461750000000006,0.4300764375000001,0.4784756875000001,0.012819935733425228,0.560315438252837,0.5148813078812204,0.6049941446738673,0.022976810085941112,0.7457048126772055,0.7159294789749526,0.7751100367728995,0.015124839608409022,0.7022150901461246,0.6734403524948563,0.7314381755614178,0.014884241418636012,0.406,0.375,0.437,0.015419667348588973,3.702672105046916,3.13786782274356,4.328628849803848,0.3023506070404009
cts436nb,MuSiQue,gpt-4o-mini,Direct,cts436nb.csv,0.7321000000000009,0.7178975000000009,0.7455025000000007,0.007165055059907843,0.5894450000000002,0.5758391250000001,0.6026316250000001,0.006786614769273436,0.09212377709294522,0.06257192856616778,0.1500246589800043,0.02191260503944483,0.981907952777662,0.9752016133597404,0.9874951137705581,0.003227095309931127,0.7632696660647524,0.7079136939839306,0.8097029071441808,0.02571326053133755,0.041,0.03,0.053,0.006152293451609303,1.6351087750175024,1.547718863021371,1.7629190976916738,0.054635981675408764
kkfqx0eg,HotpotQA,gpt-4o-mini,Top-k,kkfqx0eg.csv,0.5217999999999949,0.4949487499999948,0.5516274999999954,0.014193385924225256,0.4722050000000001,0.45288475000000006,0.49463556250000007,0.010693817386826976,0.41752961850375864,0.378847387238783,0.4567754299699356,0.020737637405654766,0.7863863565665543,0.7593597119536787,0.8144567648194023,0.014296283937283941,0.665815626584074,0.6363862283626226,0.6940214504431811,0.014936826499909867,0.313,0.282,0.341,0.014630853901460643,1.6718630375955346,1.4627697280642367,1.914150810270095,0.11594605089130924
cf7cb2ph,2WikiMultihopQA,gpt-4o-mini,Multistep,cf7cb2ph.csv,0.17138920878899963,0.14338138731633698,0.19981374173819977,0.014596784328214846,0.244557994616647,0.23146694954841568,0.2578901736963293,0.00666046041076734,0.46412710718187444,0.41686380356908986,0.5171537913046809,0.02562710302390693,0.8105683389220368,0.7802078605320402,0.8386578550558866,0.014487138482461472,0.6771805400024885,0.6425256337182672,0.7108093239339092,0.01726869634808691,0.342,0.314,0.369025,0.014547105357227396,1.7219029463272262,1.349344146293943,2.1330669386363605,0.2009366902460827
9287wmkn,MuSiQue,gpt-4o-mini,Top-k,9287wmkn.csv,0.7287500000000011,0.7154975000000009,0.7415512500000008,0.00682504722178381,0.5823825000000001,0.5698680625000001,0.5944183750000003,0.00633332136354172,0.0880216382792883,0.05361595158316728,0.16253725300426655,0.027778939975553522,0.9759995071834637,0.9662200118538232,0.9843609010653244,0.0046864124456460834,0.6952231832190078,0.6220076104843569,0.7707502221548788,0.03723126315892079,0.042,0.03,0.054024999999999976,0.006290612912174044,1.6490284433983367,1.5438733810398737,1.7853465838425202,0.06061328390336901
pjjhsvb9,HotpotQA,gpt-4o-mini,Direct,pjjhsvb9.csv,0.513049999999994,0.48544874999999416,0.5412724999999936,0.014351010528903642,0.46623250000000005,0.44486462500000007,0.4883968750000001,0.011026244934555044,0.4619774602708537,0.4204923589875795,0.5017121523903868,0.020435650610285006,0.786269155604491,0.7601377082254595,0.813376978809642,0.013682689262106116,0.6956054314891706,0.671275610777636,0.7208745351336939,0.01267296620693327,0.335,0.306,0.364,0.014879570747357783,1.5904283340103922,1.4136253984953933,1.8206694483048378,0.10583187847904464
8pi5o6u9,MuSiQue,gpt-4o-mini,Chain of Thought,8pi5o6u9.csv,0.7183499999999943,0.696146249999994,0.7382499999999941,0.010505400978888241,0.6252975000000002,0.6053055625000001,0.6446284375,0.009883957076605806,0.15792777427486795,0.12030850795995117,0.20344652489430234,0.020595408621128714,0.9456222456661934,0.9315876558979789,0.957387751505553,0.006707822248197556,0.6899040418726374,0.6427871650329946,0.7328615300831471,0.022654034727120798,0.095,0.077975,0.114,0.009393469447880706,4.157615561059165,3.62100047231793,4.734990384165556,0.28708877852738446
63ulb3ob,HotpotQA,gpt-4o-mini,Multistep,63ulb3ob.csv,0.11834702992237467,0.09559525556599338,0.14634137499169966,0.013392012859950874,0.22320154604569106,0.211543200647744,0.23458401524708394,0.006074642984314731,0.6005860568231122,0.5560300130418018,0.6532074511995061,0.02512323779259096,0.8041435470092582,0.7741703975446219,0.8334704102386592,0.015482363550177531,0.7311553093228786,0.7011140016501782,0.7615581996826798,0.015369787519180441,0.404,0.376,0.434025,0.015301539534050548,1.705001468210573,1.319202097169766,2.086062534961058,0.19728772432879915
thgw3u8h,2WikiMultihopQA,gpt-4o-mini,Chain of Thought,thgw3u8h.csv,0.507499999999995,0.477648749999995,0.5370037499999948,0.014978167799187548,0.46865500000000004,0.4422960625000001,0.494963375,0.013372976892096862,0.5505498798796035,0.5052441290397214,0.5989595563486358,0.024568006770780953,0.8197423511564043,0.7934226131471859,0.844787211239784,0.01311702902453826,0.7494895794665111,0.7216619401711311,0.7781163957861893,0.014694762580154163,0.346,0.316,0.376,0.015299295815574395,3.9306652016812555,3.3535372430186627,4.502623938760034,0.28945051796359184
vnuejoul,MuSiQue,gpt-4o-mini,Multistep,vnuejoul.csv,0.35784867677375004,0.33553805595299996,0.3792545426420625,0.010965787139879184,0.2430089880239253,0.22802027786401335,0.2598252951798041,0.008085326786166391,0.21383607144990474,0.1619467534728288,0.2778380590015861,0.029543594039899188,0.9534697713120076,0.9359421234776135,0.9669392251249593,0.007546372323546065,0.7205554827721734,0.6706000737428386,0.7700367325436225,0.025600527834047218,0.102,0.084,0.121,0.009720041934848595,2.7982380670880884,2.2953966766733904,3.3971781538643704,0.27821631150489107
ycwvptfy,2WikiMultihopQA,gpt-4o-mini,Top-k,ycwvptfy.csv,0.5027500000000019,0.4732387500000016,0.5290062500000016,0.01417379744922412,0.4551325000000001,0.43823475000000006,0.47243350000000006,0.008795856955864613,0.2713458683569872,0.24106388645694496,0.30496569392270867,0.016469876148090062,0.7534198124014456,0.7228507961078471,0.7850808283168496,0.015997420028875487,0.5167900628988662,0.47856635384534024,0.5562020729802492,0.019616417914587386,0.267,0.241,0.295025,0.013955107166052722,1.2864115596586976,1.1925343453196189,1.4156318592544903,0.057161399919153075
ywrdxifp,2WikiMultihopQA,gpt-4o-mini,Direct,ywrdxifp.csv,0.5135500000000034,0.48424750000000316,0.5394100000000036,0.01420308353217076,0.4662775000000001,0.4457818750000001,0.4852901250000001,0.009761406066975162,0.29359310861465004,0.2602592868461873,0.32907879103838406,0.017254007377217915,0.7633981930993853,0.7337496223028933,0.7916553735596742,0.015027313070472385,0.5457502602290015,0.5085592398438831,0.5806297400556552,0.01860670783778367,0.276,0.249,0.304,0.014019390404268906,1.3302125946898555,1.2379560873580975,1.468535402718467,0.057829444435862985
